latitude,longitude,irradiance
-4.0,-40.0,5.655769230769231
-4.0,-38.0,5.976615384615385
-4.0,-36.0,6.007615384615384
-4.0,-34.0,6.050461538461538
-4.0,-32.0,6.069230769230769
-4.0,-30.0,6.106461538461538
-2.0,-60.0,4.901769230769231
-2.0,-58.0,5.020615384615385
-2.0,-56.0,5.2389230769230775
-2.0,-54.0,5.275538461538462
-2.0,-52.0,5.078923076923076
-2.0,-50.0,5.216461538461538
-2.0,-48.0,5.155461538461538
-2.0,-46.0,5.221615384615384
-2.0,-44.0,5.825230769230769
-2.0,-42.0,5.946230769230769
-2.0,-40.0,5.8890769230769235
-2.0,-38.0,5.907615384615385
-2.0,-36.0,5.9324615384615385
-2.0,-34.0,5.9606153846153855
-2.0,-32.0,5.986923076923077
-2.0,-30.0,6.0133846153846156
0.0,-60.0,5.100923076923076
0.0,-58.0,5.185769230769232
0.0,-56.0,5.285615384615385
0.0,-54.0,5.256307692307692
0.0,-52.0,5.002538461538461
0.0,-50.0,5.176076923076922
0.0,-48.0,5.602153846153846
0.0,-46.0,5.798153846153846
0.0,-44.0,5.893307692307692
0.0,-42.0,5.893692307692308
0.0,-40.0,5.876923076923077
0.0,-38.0,5.852692307692308
0.0,-36.0,5.850384615384615
0.0,-34.0,5.871538461538461
0.0,-32.0,5.8872307692307695
0.0,-30.0,5.915692307692307
2.0,-60.0,5.219307692307693
2.0,-58.0,5.204461538461539
2.0,-56.0,5.1643846153846145
2.0,-54.0,5.1598461538461535
2.0,-52.0,4.929307692307692
2.0,-50.0,5.36123076923077
2.0,-48.0,5.725
2.0,-46.0,5.721307692307692
2.0,-44.0,5.661846153846153
2.0,-42.0,5.59076923076923
2.0,-40.0,5.489384615384616
2.0,-38.0,5.425692307692308
2.0,-36.0,5.359923076923077
2.0,-34.0,5.337307692307691
2.0,-32.0,5.308384615384615
2.0,-30.0,5.305923076923077
4.0,-60.0,5.177076923076923
4.0,-58.0,5.184846153846154
4.0,-56.0,5.288384615384615
4.0,-54.0,4.992153846153847
4.0,-52.0,5.178615384615385
4.0,-50.0,5.596
4.0,-48.0,5.571
4.0,-46.0,5.516769230769231
4.0,-44.0,5.438076923076923
4.0,-42.0,5.368923076923077
4.0,-40.0,5.273846153846153
4.0,-38.0,5.187846153846154
4.0,-36.0,5.144
4.0,-34.0,5.1280769230769225
4.0,-32.0,5.062538461538462
4.0,-30.0,5.0120000000000005
6.0,-60.0,4.75123076923077
6.0,-58.0,5.408384615384616
6.0,-56.0,5.796230769230769
6.0,-54.0,5.663692307692307
6.0,-52.0,5.630461538461539
6.0,-50.0,5.609307692307692
6.0,-48.0,5.531230769230769
6.0,-46.0,5.4310769230769225
6.0,-44.0,5.369
6.0,-42.0,5.304923076923076
6.0,-40.0,5.225
6.0,-38.0,5.136230769230769
6.0,-36.0,5.0889999999999995
6.0,-34.0,5.065384615384615
6.0,-32.0,5.085769230769231
6.0,-30.0,5.076846153846154
8.0,-60.0,5.296923076923077
8.0,-58.0,5.7384615384615385
8.0,-56.0,5.776461538461539
8.0,-54.0,5.718230769230769
8.0,-52.0,5.684769230769231
8.0,-50.0,5.665307692307692
8.0,-48.0,5.628307692307692
8.0,-46.0,5.569615384615385
8.0,-44.0,5.494692307692307
8.0,-42.0,5.4319999999999995
8.0,-40.0,5.382076923076924
8.0,-38.0,5.322153846153847
8.0,-36.0,5.275538461538461
8.0,-34.0,5.264153846153846
8.0,-32.0,5.250153846153846
8.0,-30.0,5.261153846153847
10.0,-60.0,5.764384615384614
10.0,-58.0,5.821999999999999
10.0,-56.0,5.828846153846154
10.0,-54.0,5.825307692307692
10.0,-52.0,5.812153846153847
10.0,-50.0,5.795538461538462
10.0,-48.0,5.7695384615384615
10.0,-46.0,5.738846153846154
10.0,-44.0,5.686538461538461
10.0,-42.0,5.635076923076923
10.0,-40.0,5.562307692307692
10.0,-38.0,5.507307692307693
10.0,-36.0,5.440076923076924
10.0,-34.0,5.43023076923077
10.0,-32.0,5.471307692307692
10.0,-30.0,5.492538461538461
12.0,-60.0,5.893307692307692
12.0,-58.0,5.92
12.0,-56.0,5.954307692307693
12.0,-54.0,5.96276923076923
12.0,-52.0,5.914153846153845
12.0,-50.0,5.893538461538462
12.0,-48.0,5.877461538461538
12.0,-46.0,5.843461538461539
12.0,-44.0,5.812076923076924
12.0,-42.0,5.740846153846153
12.0,-40.0,5.675
12.0,-38.0,5.621153846153846
12.0,-36.0,5.585615384615385
12.0,-34.0,5.55523076923077
12.0,-32.0,5.547
12.0,-30.0,5.580692307692308
14.0,-60.0,5.962615384615384
14.0,-58.0,5.974846153846154
14.0,-56.0,6.012384615384614
14.0,-54.0,6.011615384615385
14.0,-52.0,5.993461538461538
14.0,-50.0,5.957999999999999
14.0,-48.0,5.928692307692308
14.0,-46.0,5.886
14.0,-44.0,5.843461538461538
14.0,-42.0,5.809769230769231
14.0,-40.0,5.762153846153845
14.0,-38.0,5.729153846153846
14.0,-36.0,5.677538461538461
14.0,-34.0,5.645153846153846
14.0,-32.0,5.623230769230769
14.0,-30.0,5.604
16.0,-60.0,5.978538461538461
16.0,-58.0,5.984307692307692
16.0,-56.0,6.007000000000001
16.0,-54.0,6.012076923076923
16.0,-52.0,6.00276923076923
16.0,-50.0,5.977384615384615
16.0,-48.0,5.953846153846154
16.0,-46.0,5.927153846153847
16.0,-44.0,5.885
16.0,-42.0,5.860692307692307
16.0,-40.0,5.8076923076923075
16.0,-38.0,5.787999999999999
16.0,-36.0,5.7432307692307685
16.0,-34.0,5.6979999999999995
16.0,-32.0,5.661538461538462
16.0,-30.0,5.64576923076923
18.0,-60.0,5.9729230769230774
18.0,-58.0,5.985153846153847
18.0,-56.0,5.98676923076923
18.0,-54.0,5.9898461538461545
18.0,-52.0,5.9886923076923075
18.0,-50.0,5.993923076923077
18.0,-48.0,5.978461538461539
18.0,-46.0,5.94123076923077
18.0,-44.0,5.896538461538461
18.0,-42.0,5.859461538461539
18.0,-40.0,5.838076923076923
18.0,-38.0,5.824461538461539
18.0,-36.0,5.773692307692307
18.0,-34.0,5.724769230769231
18.0,-32.0,5.693615384615384
18.0,-30.0,5.666153846153846
20.0,-60.0,5.906461538461538
20.0,-58.0,5.923461538461538
20.0,-56.0,5.9404615384615385
20.0,-54.0,5.936615384615385
20.0,-52.0,5.9359230769230775
20.0,-50.0,5.915230769230769
20.0,-48.0,5.914538461538462
20.0,-46.0,5.900615384615384
20.0,-44.0,5.880769230769231
20.0,-42.0,5.852615384615384
20.0,-40.0,5.835
20.0,-38.0,5.817923076923076
20.0,-36.0,5.765923076923077
20.0,-34.0,5.739461538461539
20.0,-32.0,5.716461538461539
20.0,-30.0,5.689538461538461
-18.0,-90.0,5.307076923076924
-18.0,-88.0,5.194076923076923
-18.0,-86.0,5.042153846153846
-18.0,-84.0,4.852230769230769
-18.0,-82.0,4.7135384615384615
-18.0,-80.0,4.655076923076924
-18.0,-78.0,4.745
-18.0,-76.0,4.809461538461538
-18.0,-74.0,4.558615384615384
-18.0,-72.0,5.589076923076923
-18.0,-70.0,6.60823076923077
-18.0,-68.0,6.404538461538461
-18.0,-66.0,4.976384615384616
-18.0,-64.0,4.763538461538461
-18.0,-62.0,5.029153846153846
-16.0,-90.0,5.381769230769231
-16.0,-88.0,5.267153846153846
-16.0,-86.0,5.072615384615385
-16.0,-84.0,4.873923076923077
-16.0,-82.0,4.722307692307693
-16.0,-80.0,4.747692307692307
-16.0,-78.0,5.0220769230769235
-16.0,-76.0,5.628153846153847
-16.0,-74.0,6.644846153846153
-16.0,-72.0,6.275769230769231
-16.0,-70.0,6.345461538461538
-16.0,-68.0,4.575076923076923
-16.0,-66.0,4.897538461538462
-16.0,-64.0,4.942769230769231
-16.0,-62.0,5.036538461538463
-14.0,-90.0,5.423692307692307
-14.0,-88.0,5.275461538461538
-14.0,-86.0,5.0936153846153855
-14.0,-84.0,4.9011538461538455
-14.0,-82.0,4.781846153846154
-14.0,-80.0,4.832999999999999
-14.0,-78.0,5.304461538461538
-14.0,-76.0,6.244230769230769
-14.0,-74.0,5.362923076923077
-14.0,-72.0,4.927692307692308
-14.0,-70.0,4.271538461538462
-14.0,-68.0,4.882
-14.0,-66.0,4.9279230769230775
-14.0,-64.0,4.969
-14.0,-62.0,5.0595384615384615
-12.0,-90.0,5.423692307692307
-12.0,-88.0,5.3090769230769235
-12.0,-86.0,5.129153846153846
-12.0,-84.0,4.997
-12.0,-82.0,4.908384615384616
-12.0,-80.0,4.868307692307692
-12.0,-78.0,5.078923076923076
-12.0,-76.0,4.8895384615384625
-12.0,-74.0,4.330384615384615
-12.0,-72.0,4.686307692307692
-12.0,-70.0,4.818384615384614
-12.0,-68.0,4.870538461538462
-12.0,-66.0,4.892307692307693
-12.0,-64.0,4.859307692307692
-12.0,-62.0,5.094615384615384
-10.0,-90.0,5.399307692307692
-10.0,-88.0,5.268307692307692
-10.0,-86.0,5.157923076923077
-10.0,-84.0,5.137384615384614
-10.0,-82.0,5.099615384615385
-10.0,-80.0,4.878384615384616
-10.0,-78.0,5.182230769230769
-10.0,-76.0,4.231769230769231
-10.0,-74.0,4.663
-10.0,-72.0,4.67276923076923
-10.0,-70.0,4.755846153846154
-10.0,-68.0,4.799692307692308
-10.0,-66.0,4.804
-10.0,-64.0,4.936538461538461
-10.0,-62.0,4.997538461538461
-8.0,-90.0,5.387461538461539
-8.0,-88.0,5.289384615384615
-8.0,-86.0,5.238615384615384
-8.0,-84.0,5.194076923076923
-8.0,-82.0,4.983692307692308
-8.0,-80.0,5.545076923076924
-8.0,-78.0,4.432769230769231
-8.0,-76.0,4.732461538461538
-8.0,-74.0,4.620230769230769
-8.0,-72.0,4.714076923076923
-8.0,-70.0,4.731615384615385
-8.0,-68.0,4.712461538461539
-8.0,-66.0,4.785846153846155
-8.0,-64.0,4.8945384615384615
-8.0,-62.0,4.9281538461538466
-6.0,-90.0,5.442769230769231
-6.0,-88.0,5.397153846153846
-6.0,-86.0,5.349000000000001
-6.0,-84.0,5.208538461538461
-6.0,-82.0,5.647692307692308
-6.0,-80.0,4.5360000000000005
-6.0,-78.0,3.974615384615385
-6.0,-76.0,4.561076923076923
-6.0,-74.0,4.566923076923077
-6.0,-72.0,4.647615384615384
-6.0,-70.0,4.661692307692308
-6.0,-68.0,4.696538461538461
-6.0,-66.0,4.803307692307693
-6.0,-64.0,4.854923076923078
-6.0,-62.0,4.828384615384615
-4.0,-90.0,5.552
-4.0,-88.0,5.473538461538461
-4.0,-86.0,5.422384615384616
-4.0,-84.0,5.243538461538463
-4.0,-82.0,5.67276923076923
-4.0,-80.0,4.077538461538461
-4.0,-78.0,4.315
-4.0,-76.0,4.436
-4.0,-74.0,4.5595384615384615
-4.0,-72.0,4.55276923076923
-4.0,-70.0,4.551
-4.0,-68.0,4.615307692307692
-4.0,-66.0,4.74
-4.0,-64.0,4.76523076923077
-4.0,-62.0,4.716769230769231
-2.0,-90.0,5.6116153846153844
-2.0,-88.0,5.574
-2.0,-86.0,5.3316923076923075
-2.0,-84.0,4.944384615384616
-2.0,-82.0,4.512615384615384
-2.0,-80.0,3.8670000000000004
-2.0,-78.0,4.142
-2.0,-76.0,4.373846153846153
-2.0,-74.0,4.492307692307692
-2.0,-72.0,4.587615384615384
-2.0,-70.0,4.5209230769230775
-2.0,-68.0,4.604923076923078
-2.0,-66.0,4.688615384615384
-2.0,-64.0,4.746384615384616
-2.0,-62.0,4.708846153846155
0.0,-90.0,5.559846153846154
0.0,-88.0,5.244461538461538
0.0,-86.0,5.026307692307693
0.0,-84.0,4.671846153846153
0.0,-82.0,4.386615384615385
0.0,-80.0,3.653
0.0,-78.0,3.7326923076923078
0.0,-76.0,4.458230769230768
0.0,-74.0,4.553076923076923
0.0,-72.0,4.543846153846154
0.0,-70.0,4.517153846153846
0.0,-68.0,4.619
0.0,-66.0,4.71776923076923
0.0,-64.0,4.798923076923077
0.0,-62.0,4.85276923076923
2.0,-90.0,4.973230769230769
2.0,-88.0,4.974692307692308
2.0,-86.0,4.967615384615384
2.0,-84.0,4.8689230769230765
2.0,-82.0,4.604153846153846
2.0,-80.0,4.353538461538462
2.0,-78.0,4.022538461538461
2.0,-76.0,4.278692307692308
2.0,-74.0,4.773307692307692
2.0,-72.0,4.774692307692308
2.0,-70.0,4.563153846153846
2.0,-68.0,4.753307692307692
2.0,-66.0,5.12576923076923
2.0,-64.0,4.860846153846154
2.0,-62.0,5.067230769230769
4.0,-90.0,4.677230769230769
4.0,-88.0,4.648923076923078
4.0,-86.0,4.592923076923077
4.0,-84.0,4.554384615384615
4.0,-82.0,4.396076923076923
4.0,-80.0,3.9870769230769234
4.0,-78.0,3.9801538461538466
4.0,-76.0,4.562384615384615
4.0,-74.0,4.305307692307693
4.0,-72.0,4.883846153846155
4.0,-70.0,4.865846153846153
4.0,-68.0,4.954076923076923
4.0,-66.0,5.192692307692307
4.0,-64.0,5.225384615384615
4.0,-62.0,5.381
6.0,-90.0,4.838692307692307
6.0,-88.0,4.8399230769230766
6.0,-86.0,4.651538461538462
6.0,-84.0,4.514230769230769
6.0,-82.0,4.631538461538462
6.0,-80.0,4.213615384615385
6.0,-78.0,4.119076923076924
6.0,-76.0,4.950384615384615
6.0,-74.0,5.129
6.0,-72.0,4.767384615384615
6.0,-70.0,5.043615384615385
6.0,-68.0,5.3163846153846155
6.0,-66.0,5.170461538461539
6.0,-64.0,5.352307692307692
6.0,-62.0,5.326999999999999
8.0,-90.0,5.452461538461538
8.0,-88.0,5.418461538461538
8.0,-86.0,5.160461538461539
8.0,-84.0,4.9900769230769235
8.0,-82.0,4.464461538461539
8.0,-80.0,4.992538461538461
8.0,-78.0,4.503153846153847
8.0,-76.0,5.0515384615384615
8.0,-74.0,5.0866923076923065
8.0,-72.0,4.639230769230769
8.0,-70.0,5.297076923076923
8.0,-68.0,5.478230769230769
8.0,-66.0,5.462000000000001
8.0,-64.0,5.271923076923078
8.0,-62.0,4.963230769230769
10.0,-90.0,5.712
10.0,-88.0,5.864230769230769
10.0,-86.0,5.336615384615385
10.0,-84.0,4.397153846153846
10.0,-82.0,4.85123076923077
10.0,-80.0,5.040384615384616
10.0,-78.0,5.048846153846153
10.0,-76.0,5.442923076923076
10.0,-74.0,5.355615384615385
10.0,-72.0,5.600230769230769
10.0,-70.0,5.289153846153845
10.0,-68.0,5.513846153846154
10.0,-66.0,5.927
10.0,-64.0,5.438923076923077
10.0,-62.0,5.353461538461538
12.0,-90.0,5.801307692307692
12.0,-88.0,6.014153846153846
12.0,-86.0,4.951923076923077
12.0,-84.0,4.907307692307692
12.0,-82.0,5.447307692307693
12.0,-80.0,5.594
12.0,-78.0,5.652923076923077
12.0,-76.0,5.90776923076923
12.0,-74.0,6.123307692307692
12.0,-72.0,5.790923076923076
12.0,-70.0,5.908999999999999
12.0,-68.0,6.094615384615385
12.0,-66.0,6.115230769230769
12.0,-64.0,6.004615384615384
12.0,-62.0,5.809230769230768
14.0,-90.0,5.554076923076923
14.0,-88.0,5.197000000000001
14.0,-86.0,4.813615384615384
14.0,-84.0,4.998307692307692
14.0,-82.0,5.614307692307693
14.0,-80.0,5.789615384615385
14.0,-78.0,5.899384615384616
14.0,-76.0,5.966615384615384
14.0,-74.0,6.029846153846154
14.0,-72.0,6.023615384615385
14.0,-70.0,6.002846153846153
14.0,-68.0,6.025538461538461
14.0,-66.0,6.033615384615386
14.0,-64.0,6.072153846153847
14.0,-62.0,5.844923076923077
16.0,-90.0,4.922615384615385
16.0,-88.0,5.430538461538462
16.0,-86.0,5.468923076923077
16.0,-84.0,5.519846153846153
16.0,-82.0,5.720615384615385
16.0,-80.0,5.81676923076923
16.0,-78.0,5.891615384615385
16.0,-76.0,5.912538461538461
16.0,-74.0,5.949000000000001
16.0,-72.0,5.886461538461539
16.0,-70.0,5.88553846153846
16.0,-68.0,5.927846153846153
16.0,-66.0,5.970230769230768
16.0,-64.0,6.078230769230768
16.0,-62.0,5.719076923076924
18.0,-90.0,5.155
18.0,-88.0,5.391615384615386
18.0,-86.0,5.654
18.0,-84.0,5.677846153846153
18.0,-82.0,5.701153846153847
18.0,-80.0,5.795384615384615
18.0,-78.0,5.313999999999999
18.0,-76.0,5.71
18.0,-74.0,5.6285384615384615
18.0,-72.0,5.661923076923077
18.0,-70.0,5.610846153846154
18.0,-68.0,5.6936923076923085
18.0,-66.0,5.634307692307693
18.0,-64.0,5.86476923076923
18.0,-62.0,5.9470769230769225
20.0,-90.0,5.414923076923077
20.0,-88.0,5.345923076923077
20.0,-86.0,5.615538461538462
20.0,-84.0,5.6223846153846155
20.0,-82.0,5.646999999999999
20.0,-80.0,5.747923076923077
20.0,-78.0,5.760307692307692
20.0,-76.0,5.283923076923077
20.0,-74.0,5.866999999999999
20.0,-72.0,5.8865384615384615
20.0,-70.0,5.787
20.0,-68.0,5.80123076923077
20.0,-66.0,5.832538461538462
20.0,-64.0,5.851076923076924
20.0,-62.0,5.870615384615385
