latitude,longitude,interpolated_irradiance
-57.57575757575758,-76.66666666666667,2.4122015012124525
-57.57575757575758,-76.06060606060606,2.3897423637863966
-57.57575757575758,-75.45454545454545,2.369478768949642
-57.57575757575758,-74.84848484848484,2.3537369150424157
-57.57575757575758,-74.24242424242425,2.340834771630296
-57.57575757575758,-73.63636363636364,2.3286409995547506
-57.57575757575758,-73.03030303030303,2.3148315929581345
-57.57575757575758,-72.42424242424242,2.3031463420020915
-57.57575757575758,-71.81818181818181,2.2893776287880554
-57.57575757575758,-71.21212121212122,2.2728371611200813
-57.57575757575758,-70.60606060606061,2.2616075831289075
-57.57575757575758,-70.0,2.2593660293713262
-57.57575757575758,-69.39393939393939,2.2719612199427224
-57.57575757575758,-68.78787878787878,2.2994780498458267
-57.57575757575758,-68.18181818181819,2.3398775689105693
-57.57575757575758,-67.57575757575758,2.3802172280393057
-57.57575757575758,-66.96969696969697,2.4186332036029934
-57.57575757575758,-66.36363636363636,2.45517285141113
-57.57575757575758,-65.75757575757575,2.4871307211137843
-57.57575757575758,-65.15151515151516,2.5262294972311645
-57.57575757575758,-64.54545454545455,2.5678176347250012
-57.57575757575758,-63.93939393939394,2.599187373413829
-57.57575757575758,-63.33333333333333,2.612435425796007
-57.57575757575758,-62.72727272727273,2.6156843497210764
-57.57575757575758,-62.121212121212125,2.6109917555199353
-57.57575757575758,-61.515151515151516,2.5993452448730796
-57.57575757575758,-60.90909090909091,2.586893159140419
-57.57575757575758,-60.3030303030303,2.5750848849953414
-57.57575757575758,-59.696969696969695,2.557792129510695
-57.57575757575758,-59.09090909090909,2.536491357732073
-57.57575757575758,-58.484848484848484,2.5167875293535587
-57.57575757575758,-57.878787878787875,2.5009094102182976
-57.57575757575758,-57.27272727272727,2.4875064933273605
-57.57575757575758,-56.666666666666664,2.4749370570437836
-57.57575757575758,-56.06060606060606,2.4616874952331385
-57.57575757575758,-55.45454545454545,2.445962474567874
-57.57575757575758,-54.848484848484844,2.430253838238649
-57.57575757575758,-54.24242424242424,2.4154319869322194
-57.57575757575758,-53.63636363636363,2.400782430712746
-57.57575757575758,-53.03030303030303,2.3859345857651695
-57.57575757575758,-52.42424242424242,2.372958380862699
-57.57575757575758,-51.81818181818182,2.3593569668477334
-57.57575757575758,-51.21212121212121,2.343029229363682
-57.57575757575758,-50.6060606060606,2.3267363895544206
-57.57575757575758,-50.0,2.3129801566072605
-57.57575757575758,-49.39393939393939,2.3038363532715653
-57.57575757575758,-48.78787878787879,2.298879760119325
-57.57575757575758,-48.18181818181818,2.294863640584063
-57.57575757575758,-47.57575757575758,2.286838037823503
-57.57575757575758,-46.96969696969697,2.2765603241415544
-57.57575757575758,-46.36363636363636,2.2687495697622575
-57.57575757575758,-45.75757575757576,2.263391807341699
-57.57575757575758,-45.15151515151515,2.256476745819095
-57.57575757575758,-44.54545454545455,2.2478262030554124
-57.57575757575758,-43.93939393939394,2.2377527947930806
-57.57575757575758,-43.33333333333333,2.226519860930606
-57.57575757575758,-42.72727272727273,2.221530850738089
-57.57575757575758,-42.12121212121212,2.217428857107351
-57.57575757575758,-41.515151515151516,2.2092849802819563
-57.57575757575758,-40.90909090909091,2.1992113433901146
-57.57575757575758,-40.303030303030305,2.194277990687103
-57.57575757575758,-39.696969696969695,2.184677500720154
-57.57575757575758,-39.090909090909086,2.1720402170436652
-57.57575757575758,-38.484848484848484,2.1641876025092093
-57.57575757575758,-37.878787878787875,2.1620559476362566
-57.57575757575758,-37.27272727272727,2.168761748742007
-57.57575757575758,-36.666666666666664,2.1822308455928012
-57.57575757575758,-36.06060606060606,2.19956464918921
-57.57575757575758,-35.45454545454545,2.2154862316170787
-57.57575757575758,-34.848484848484844,2.23042096618417
-57.57575757575758,-34.24242424242424,2.2445101252309803
-57.57575757575758,-33.63636363636363,2.2575409351350517
-57.57575757575758,-33.03030303030303,2.2733250758070342
-57.57575757575758,-32.42424242424242,2.2891189096435935
-57.57575757575758,-31.818181818181813,2.2987550363520683
-57.57575757575758,-31.21212121212121,2.299957813635616
-57.57575757575758,-30.606060606060602,2.3024085634783424
-57.57575757575758,-30.0,2.306174172733415
-56.76767676767677,-90.0,2.478213391690375
-56.76767676767677,-89.39393939393939,2.484470014422289
-56.76767676767677,-88.78787878787878,2.4906181242076206
-56.76767676767677,-88.18181818181819,2.4962686764230244
-56.76767676767677,-87.57575757575758,2.501167744026556
-56.76767676767677,-86.96969696969697,2.504800931709411
-56.76767676767677,-86.36363636363636,2.506380065589637
-56.76767676767677,-85.75757575757575,2.5072462117344445
-56.76767676767677,-85.15151515151516,2.5085147560520626
-56.76767676767677,-84.54545454545455,2.5088987047350146
-56.76767676767677,-83.93939393939394,2.508430525731043
-56.76767676767677,-83.33333333333333,2.507617378758371
-56.76767676767677,-82.72727272727272,2.5067811562576368
-56.76767676767677,-82.12121212121212,2.506361595245188
-56.76767676767677,-81.51515151515152,2.507315931354308
-56.76767676767677,-80.9090909090909,2.5095798306153565
-56.76767676767677,-80.3030303030303,2.511481444534175
-56.76767676767677,-79.6969696969697,2.5122966824492496
-56.76767676767677,-79.0909090909091,2.5113351057361726
-56.76767676767677,-78.48484848484848,2.5074713872145806
-56.76767676767677,-77.87878787878788,2.498074816321045
-56.76767676767677,-77.27272727272727,2.481311680136413
-56.76767676767677,-76.66666666666667,2.460366226962072
-56.76767676767677,-76.06060606060606,2.4374759865178626
-56.76767676767677,-75.45454545454545,2.4138562044832685
-56.76767676767677,-74.84848484848484,2.3913358262453928
-56.76767676767677,-74.24242424242425,2.372910398063426
-56.76767676767677,-73.63636363636364,2.35640032541952
-56.76767676767677,-73.03030303030303,2.3401349534382523
-56.76767676767677,-72.42424242424242,2.32063362658868
-56.76767676767677,-71.81818181818181,2.3031558750571364
-56.76767676767677,-71.21212121212122,2.292317438660126
-56.76767676767677,-70.60606060606061,2.290368827966959
-56.76767676767677,-70.0,2.2985813834717668
-56.76767676767677,-69.39393939393939,2.3231449746449337
-56.76767676767677,-68.78787878787878,2.361837739826818
-56.76767676767677,-68.18181818181819,2.402719401885788
-56.76767676767677,-67.57575757575758,2.447144160886514
-56.76767676767677,-66.96969696969697,2.4924543116879834
-56.76767676767677,-66.36363636363636,2.534896957107841
-56.76767676767677,-65.75757575757575,2.5705061402517164
-56.76767676767677,-65.15151515151516,2.6089705040581688
-56.76767676767677,-64.54545454545455,2.6452382377577237
-56.76767676767677,-63.93939393939394,2.67562876669703
-56.76767676767677,-63.33333333333333,2.698326801989397
-56.76767676767677,-62.72727272727273,2.7070504250711536
-56.76767676767677,-62.121212121212125,2.7030239357202688
-56.76767676767677,-61.515151515151516,2.6911125780719445
